Date,Summary,Precipitation,Temperature,ApparentTemp,Humidity,WindSpeed,WindBearing,Visibility,Pressure,DailySummary
8/5/2016,Clear,rain,21.46111111,21.46111111,0.74,6.44,110,16.1,1014.32,Partly cloudy starting in the afternoon.
8/6/2016,Partly Cloudy,rain,24.28888889,24.28888889,0.67,9.66,108,16.1,1011.98,Partly cloudy throughout the day.
8/7/2016,Partly Cloudy,rain,20.42222222,20.42222222,0.76,13.8299,331,15.8263,1020.29,Partly cloudy throughout the day.
8/8/2016,Partly Cloudy,rain,17.13333333,17.13333333,0.78,10.8353,332,16.1,1023.37,Partly cloudy throughout the day.
8/9/2016,Clear,rain,16.99444444,16.99444444,0.71,3.22,200,16.1,1019.41,Partly cloudy starting in the morning.
8/10/2016,Partly Cloudy,rain,21.38333333,21.38333333,0.72,6.4239,347,16.1,1014.16,Partly cloudy throughout the day.
8/11/2016,Mostly Cloudy,rain,14.37777778,14.37777778,0.93,14.168,299,16.1,1015.18,Mostly cloudy throughout the day.
8/12/2016,Overcast,rain,14.19444444,14.19444444,0.93,6.279,289,14.7637,1021.77,Partly cloudy throughout the day.
8/13/2016,Partly Cloudy,rain,11.57777778,11.57777778,0.9,8.05,300,16.1,1025.75,Partly cloudy until night.
8/14/2016,Clear,rain,15.39444444,15.39444444,0.87,3.22,180,16.1,1024.62,Partly cloudy starting in the morning continuing until evening.
8/15/2016,Clear,rain,16.71666667,16.71666667,0.87,6.4239,202,16.1,1021.72,Partly cloudy starting in the morning.
8/16/2016,Mostly Cloudy,rain,21.99444444,21.99444444,0.74,6.1663,303,16.1,1017.67,Partly cloudy throughout the day.
8/17/2016,Partly Cloudy,rain,19.65,19.65,0.61,10.3362,120,16.1,1013.13,Mostly cloudy until night.
8/18/2016,Partly Cloudy,rain,15.07222222,15.07222222,1,8.05,80,4.2987,1013.43,Foggy starting overnight continuing until morning.
8/19/2016,Partly Cloudy,rain,16.57222222,16.57222222,0.93,1.6905,30,15.9229,1012.73,Partly cloudy throughout the day.
8/20/2016,Partly Cloudy,rain,17.68333333,17.68333333,0.88,0.3703,320,16.1,1014.66,Partly cloudy starting in the morning continuing until evening.
8/21/2016,Clear,rain,19.37777778,19.37777778,0.85,0,0,11.9784,1017.01,Mostly cloudy starting in the morning.
8/22/2016,Mostly Cloudy,rain,20.46666667,20.46666667,0.81,14.6993,319,16.1,1015.23,Overcast throughout the day.
8/23/2016,Overcast,rain,16.53888889,16.53888889,0.97,4.8139,359,3.8318,1021.49,Mostly cloudy until evening.
8/24/2016,Partly Cloudy,rain,17.66666667,17.66666667,0.84,10.5616,331,16.1,1022.4,Partly cloudy until evening.
8/25/2016,Clear,rain,17.77777778,17.77777778,0.78,10.8675,332,16.1,1022,Partly cloudy starting in the afternoon.
8/26/2016,Partly Cloudy,rain,18.81666667,18.81666667,0.7,6.3595,1,16.1,1021.18,Partly cloudy starting in the morning continuing until evening.
8/27/2016,Clear,rain,20.71666667,20.71666667,0.59,10.4811,60,16.1,1022.24,Partly cloudy starting in the afternoon continuing until evening.
8/28/2016,Clear,rain,17.68888889,17.68888889,0.84,1.6905,70,16.1,1020.83,Partly cloudy in the afternoon.
8/29/2016,Clear,rain,17.62222222,17.62222222,0.79,0,0,16.1,1017.73,Partly cloudy starting in the afternoon.
8/30/2016,Partly Cloudy,rain,19.95,19.95,0.69,10.9158,329,16.1,1016.1,Partly cloudy until night.
8/31/2016,Partly Cloudy,rain,19.84444444,19.84444444,0.58,10.787,21,16.1,1021.38,Partly cloudy until evening.
9/1/2016,Clear,rain,16.34444444,16.34444444,0.6,6.1502,40,16.1,1022.16,Partly cloudy starting in the morning continuing until night.
9/2/2016,Clear,rain,14.86111111,14.86111111,0.76,0.1449,300,16.1,1020.15,Partly cloudy starting in the morning.
9/3/2016,Partly Cloudy,rain,16.04444444,16.04444444,0.76,6.279,340,16.1,1018.76,Partly cloudy starting in the afternoon.
9/4/2016,Clear,rain,17.08333333,17.08333333,0.73,3.2039,329,16.1,1018.25,Mostly cloudy starting in the morning.
9/5/2016,Partly Cloudy,rain,18.80555556,18.80555556,0.75,10.6421,132,16.1,1013.71,Mostly cloudy throughout the day.
9/6/2016,Partly Cloudy,rain,14.32777778,14.32777778,0.93,3.4293,281,15.7297,1013.77,Mostly cloudy starting overnight.
9/7/2016,Overcast,rain,17.22222222,17.22222222,0.9,10.9158,351,16.1,1021.77,Partly cloudy throughout the day.
9/8/2016,Clear,rain,16.52777778,16.52777778,0.9,3.22,290,16.0517,1019.26,Partly cloudy starting overnight.
9/9/2016,Partly Cloudy,rain,17.75555556,17.75555556,0.81,2.9624,12,16.1,1014.65,Partly cloudy starting in the morning.
9/10/2016,Clear,rain,17.79444444,17.79444444,0.76,6.2468,19,16.0517,1016.26,Partly cloudy starting in the morning.
9/11/2016,Mostly Cloudy,rain,20.78888889,20.78888889,0.7,3.22,10,16.1,1016.25,Mostly cloudy throughout the day.
9/12/2016,Partly Cloudy,rain,18.21666667,18.21666667,0.82,3.1556,298,16.0517,1018.36,Partly cloudy throughout the day.
9/13/2016,Partly Cloudy,rain,21.27777778,21.27777778,0.67,0,0,16.0517,1017.78,Partly cloudy overnight.
9/14/2016,Partly Cloudy,rain,15.48333333,15.48333333,0.96,3.22,100,5.9731,1016.34,Foggy in the morning.
9/15/2016,Partly Cloudy,rain,16.57777778,16.57777778,0.88,0,0,15.5526,1016.03,Partly cloudy starting in the afternoon continuing until evening.
9/16/2016,Clear,rain,17.10555556,17.10555556,0.9,0,0,14.9086,1016.72,Partly cloudy starting in the afternoon.
9/17/2016,Partly Cloudy,rain,18.81666667,18.81666667,0.85,6.44,160,7.2128,1012.8,Partly cloudy throughout the day.
9/18/2016,Partly Cloudy,rain,15.50555556,15.50555556,0.88,3.3488,307,16.1,1011.76,Mostly cloudy throughout the day.
9/19/2016,Overcast,rain,19.83333333,19.83333333,0.64,12.1877,351,10.2557,1009.15,Overcast throughout the day.
9/20/2016,Overcast,rain,16.03888889,16.03888889,0.93,17.1787,10,9.9015,1006.02,Mostly cloudy throughout the day.
9/21/2016,Overcast,rain,12.68888889,12.68888889,0.67,10.465,31,15.1823,1015.41,Mostly cloudy throughout the day.
9/22/2016,Partly Cloudy,rain,8.994444444,8.994444444,0.86,3.4293,231,16.1,1018.84,Partly cloudy until evening.
9/23/2016,Clear,rain,8.2,8.2,0.89,3.0751,213,15.8263,1023.74,Partly cloudy starting in the morning.
9/24/2016,Partly Cloudy,rain,8.311111111,8.311111111,0.93,0,0,12.2521,1026.82,Partly cloudy starting in the morning.
9/25/2016,Partly Cloudy,rain,12.52777778,12.52777778,0.86,3.22,320,16.0517,1024.15,Mostly cloudy until night.
9/26/2016,Partly Cloudy,rain,11.09444444,11.09444444,0.86,6.4722,2,15.8263,1020.96,Partly cloudy until night.
9/27/2016,Mostly Cloudy,rain,10.25,10.25,0.84,0.1449,330,15.8263,1023.26,Partly cloudy until evening.
9/28/2016,Clear,rain,8.75,8.75,0.86,0,0,15.8263,1028.25,Partly cloudy starting in the afternoon.
9/29/2016,Mostly Cloudy,rain,11.72222222,11.72222222,0.77,3.5259,224,16.1,1027.51,Partly cloudy until night.
9/30/2016,Partly Cloudy,rain,13.68333333,13.68333333,0.81,6.2468,181,16.1,1021.6,Partly cloudy starting in the morning continuing until evening.
10/1/2016,Partly Cloudy,rain,12.52777778,12.52777778,0.87,2.9463,170,9.7566,1017.92,Partly cloudy until night.
10/2/2016,Partly Cloudy,rain,13.85,13.85,0.78,6.118,160,16.1,1015.3,Mostly cloudy starting in the morning.
10/3/2016,Overcast,rain,15.51111111,15.51111111,0.96,6.1824,348,8.8389,1015.33,Foggy starting overnight continuing until morning.
10/4/2016,Mostly Cloudy,rain,12.17777778,12.17777778,0.9,17.1304,260,16.1,1019.84,Mostly cloudy throughout the day.
10/5/2016,Overcast,rain,9.972222222,6.977777778,0.81,24.311,359,16.1,1017.73,Mostly cloudy throughout the day.
10/6/2016,Mostly Cloudy,rain,5.65,2.644444444,0.82,14.49,240,15.8263,1017.39,Overcast throughout the day.
10/7/2016,Overcast,rain,7.633333333,5.672222222,0.93,10.8192,211,15.7297,1016.92,Mostly cloudy throughout the day.
10/8/2016,Overcast,rain,6.5,4.316666667,0.89,10.7226,329,8.0017,1017.08,Partly cloudy until night.
10/9/2016,Partly Cloudy,rain,4.261111111,4.261111111,0.92,3.2039,239,14.5866,1020.94,Partly cloudy until night.
10/10/2016,Mostly Cloudy,rain,3.838888889,3.838888889,0.92,3.3649,356,9.7566,1023.34,Foggy in the morning.
10/11/2016,Overcast,rain,9.927777778,7.572222222,0.77,17.3397,50,16.1,1015.69,Foggy starting in the evening.
10/12/2016,Foggy,rain,8.238888889,7.355555556,0.96,6.3756,349,2.0286,1010.84,Light rain starting overnight.
10/13/2016,Mostly Cloudy,rain,7.416666667,4.438888889,0.88,17.3236,290,11.9784,1014.84,Foggy starting in the evening.
10/14/2016,Foggy,null,5.372222222,4.094444444,0.88,6.2146,79,0.322,1022.24,Foggy until morning.
10/15/2016,Mostly Cloudy,null,9.355555556,7.427777778,0.77,12.8478,97,16.1,1019.89,Drizzle starting in the evening.
10/16/2016,Drizzle,rain,11.54444444,11.54444444,0.86,7.3577,151,15.5043,1018.53,Drizzle until morning.
10/17/2016,Foggy,rain,11.27222222,11.27222222,0.95,6.1663,50,2.3023,1025.02,Foggy overnight.
10/18/2016,Mostly Cloudy,null,8.461111111,5.727777778,0.76,17.4685,148,16.1,1028.79,Mostly cloudy throughout the day.
10/19/2016,Overcast,null,7.855555556,6.2,0.7,9.3863,134,15.8263,1023.5,Overcast throughout the day.
10/20/2016,Overcast,null,7.994444444,5.505555556,0.75,14.651,152,15.8263,1020.55,Mostly cloudy throughout the day.
10/21/2016,Drizzle,rain,9.494444444,7.216666667,0.84,15.7458,152,15.6492,1015.75,Rain throughout the day.
10/22/2016,Rain,rain,9.288888889,8.244444444,0.95,7.728,314,4.4919,1014.09,Rain until morning.
10/23/2016,Clear,null,5.4,4.288888889,0.81,5.7316,141,5.796,1019.97,Foggy starting overnight continuing until morning.
10/24/2016,Foggy,null,7.4,5.822222222,0.93,8.6457,153,0.0966,1022.32,Foggy until morning.
10/25/2016,Mostly Cloudy,null,11.05,11.05,0.85,18.7243,164,9.9981,1023.28,Light rain overnight.
10/26/2016,Light Rain,rain,13,13,0.87,10.4489,165,0,1021.08,Rain until afternoon.
10/27/2016,Clear,null,7.022222222,4.322222222,0.84,14.5222,13,0,1026.57,Partly cloudy starting in the morning continuing until afternoon.
10/28/2016,Clear,null,4.655555556,2.916666667,0.8,7.3899,11,0,1032.4,Clear throughout the day.
10/29/2016,Partly Cloudy,null,6.477777778,4.222222222,0.83,11.1251,255,0,1031.23,Mostly cloudy until evening.
10/30/2016,Clear,null,6.333333333,3.277777778,0.75,15.939,319,0,1027.62,Clear throughout the day.
10/31/2016,Clear,null,3.644444444,1.738888889,0.85,7.3738,339,0,1025.59,Mostly cloudy starting in the afternoon.
11/1/2016,Mostly Cloudy,null,6.205555556,4.527777778,0.92,8.1466,297,0,1021.74,Partly cloudy starting in the afternoon.
11/2/2016,Partly Cloudy,null,7.45,5.983333333,0.88,8.1788,212,0,1019.92,Mostly cloudy until morning.
11/3/2016,Partly Cloudy,rain,5.55,3.616666667,0.9,8.7101,169,12.4292,1019.85,Partly cloudy throughout the day.
11/4/2016,Partly Cloudy,rain,5.388888889,3.416666667,0.91,8.7584,170,12.3326,1019.79,Partly cloudy throughout the day.
11/5/2016,Partly Cloudy,rain,5.227777778,3.222222222,0.91,8.7906,171,12.2521,1019.74,Partly cloudy throughout the day.
11/6/2016,Partly Cloudy,rain,5.072222222,3.044444444,0.91,8.7584,171,12.1716,1019.68,Partly cloudy throughout the day.
11/7/2016,Partly Cloudy,rain,4.916666667,2.877777778,0.91,8.694,170,12.0911,1019.63,Partly cloudy throughout the day.
11/8/2016,Partly Cloudy,rain,4.761111111,2.688888889,0.91,8.694,170,12.0106,1019.58,Mostly cloudy throughout the day.
11/9/2016,Partly Cloudy,rain,4.605555556,2.488888889,0.91,8.7745,170,11.9301,1019.53,Mostly cloudy throughout the day.
11/10/2016,Partly Cloudy,rain,4.455555556,2.277777778,0.91,8.9033,169,11.8496,1019.49,Mostly cloudy throughout the day.
11/11/2016,Partly Cloudy,rain,4.3,2.066666667,0.92,9.0321,169,11.7691,1019.45,Partly cloudy throughout the day.
11/12/2016,Partly Cloudy,rain,4.15,1.872222222,0.92,9.1126,169,11.6886,1019.42,Partly cloudy throughout the day.
11/13/2016,Partly Cloudy,rain,4.005555556,1.683333333,0.92,9.1448,168,11.6242,1019.39,Partly cloudy throughout the day.
11/14/2016,Partly Cloudy,rain,3.855555556,1.516666667,0.92,9.1126,168,11.5437,1019.36,Partly cloudy throughout the day.
11/15/2016,Partly Cloudy,rain,3.711111111,1.372222222,0.92,8.9838,168,11.4632,1019.34,Partly cloudy throughout the day.
11/16/2016,Partly Cloudy,rain,3.566666667,1.205555556,0.92,8.9838,169,11.3988,1019.33,Partly cloudy throughout the day.
11/17/2016,Partly Cloudy,rain,3.422222222,1.005555556,0.92,9.1126,171,11.3183,1019.32,Partly cloudy throughout the day.
11/18/2016,Partly Cloudy,rain,3.277777778,0.8,0.93,9.2414,172,11.2539,1019.32,Partly cloudy throughout the day.
11/19/2016,Partly Cloudy,rain,3.138888889,0.616666667,0.93,9.3219,173,11.1734,1019.32,Mostly cloudy throughout the day.
11/20/2016,Partly Cloudy,rain,3,0.444444444,0.93,9.338,173,11.109,1019.32,Mostly cloudy throughout the day.
11/21/2016,Partly Cloudy,rain,2.861111111,0.294444444,0.93,9.2897,173,11.0285,1019.34,Mostly cloudy throughout the day.
11/22/2016,Partly Cloudy,rain,2.727777778,0.15,0.93,9.2414,173,10.9641,1019.35,Mostly cloudy throughout the day.
11/23/2016,Partly Cloudy,rain,2.594444444,-0.005555556,0.93,9.2092,173,10.8997,1019.37,Mostly cloudy throughout the day.
11/24/2016,Partly Cloudy,rain,2.461111111,-0.172222222,0.93,9.2575,174,10.8353,1019.4,Mostly cloudy throughout the day.
11/25/2016,Partly Cloudy,rain,2.327777778,-0.361111111,0.93,9.3702,175,10.7709,1019.43,Mostly cloudy throughout the day.
11/26/2016,Partly Cloudy,rain,2.2,-0.544444444,0.93,9.499,176,10.7065,1019.46,Mostly cloudy throughout the day.
11/27/2016,Partly Cloudy,rain,2.077777778,-0.711111111,0.93,9.5634,177,10.6421,1019.49,Mostly cloudy throughout the day.
11/28/2016,Partly Cloudy,rain,1.95,-0.861111111,0.94,9.5795,178,10.5777,1019.53,Mostly cloudy throughout the day.
11/29/2016,Partly Cloudy,rain,1.827777778,-1.005555556,0.94,9.5634,178,10.5133,1019.57,Mostly cloudy throughout the day.
11/30/2016,Partly Cloudy,rain,1.705555556,-1.133333333,0.94,9.5151,178,10.465,1019.61,Mostly cloudy throughout the day.
12/1/2016,Partly Cloudy,rain,1.588888889,-1.266666667,0.94,9.4829,179,10.4006,1019.65,Mostly cloudy throughout the day.
12/2/2016,Partly Cloudy,rain,1.472222222,-1.411111111,0.94,9.499,179,10.3523,1019.69,Mostly cloudy throughout the day.
12/3/2016,Partly Cloudy,rain,1.355555556,-1.55,0.94,9.5151,179,10.304,1019.73,Mostly cloudy throughout the day.
12/4/2016,Partly Cloudy,rain,1.244444444,-1.683333333,0.94,9.5151,179,10.2557,1019.77,Mostly cloudy throughout the day.
12/5/2016,Partly Cloudy,rain,1.133333333,-1.816666667,0.94,9.5151,179,10.2074,1019.81,Mostly cloudy throughout the day.
12/6/2016,Partly Cloudy,rain,1.027777778,-1.944444444,0.94,9.5151,180,10.1591,1019.85,Mostly cloudy throughout the day.
12/7/2016,Partly Cloudy,rain,0.922222222,-2.066666667,0.94,9.5151,180,10.1108,1019.89,Mostly cloudy throughout the day.
12/8/2016,Mostly Cloudy,rain,0.816666667,-2.194444444,0.94,9.5151,181,10.0786,1019.93,Mostly cloudy throughout the day.
12/9/2016,Mostly Cloudy,rain,0.716666667,-2.327777778,0.94,9.5634,182,10.0464,1019.97,Mostly cloudy throughout the day.
12/10/2016,Mostly Cloudy,rain,0.616666667,-2.466666667,0.94,9.6439,183,10.0142,1020.01,Mostly cloudy throughout the day.
12/11/2016,Mostly Cloudy,rain,0.522222222,-2.594444444,0.94,9.6922,185,9.982,1020.04,Mostly cloudy throughout the day.
12/12/2016,Mostly Cloudy,rain,0.427777778,-2.705555556,0.94,9.7083,186,9.9498,1020.07,Mostly cloudy throughout the day.
12/13/2016,Mostly Cloudy,rain,0.338888889,-2.811111111,0.94,9.6761,186,9.9176,1020.11,Mostly cloudy throughout the day.
12/14/2016,Mostly Cloudy,rain,0.25,-2.9,0.94,9.6117,187,9.9015,1020.14,Mostly cloudy throughout the day.
12/15/2016,Mostly Cloudy,rain,0.161111111,-2.983333333,0.94,9.5473,187,9.8854,1020.17,Mostly cloudy throughout the day.
12/16/2016,Mostly Cloudy,rain,0.077777778,-3.066666667,0.94,9.4829,187,9.8693,1020.2,Mostly cloudy throughout the day.
12/17/2016,Mostly Cloudy,snow,-0.005555556,-3.172222222,0.94,9.5151,187,9.8532,1020.24,Mostly cloudy throughout the day.
12/18/2016,Mostly Cloudy,snow,-0.083333333,-3.294444444,0.94,9.6117,187,9.8371,1020.27,Mostly cloudy throughout the day.
12/19/2016,Mostly Cloudy,snow,-0.161111111,-3.405555556,0.94,9.6922,188,9.821,1020.3,Mostly cloudy throughout the day.
12/20/2016,Mostly Cloudy,snow,-0.233333333,-3.505555556,0.94,9.7405,189,9.8049,1020.33,Mostly cloudy throughout the day.
12/21/2016,Mostly Cloudy,snow,-0.305555556,-3.6,0.94,9.7566,190,9.8049,1020.36,Mostly cloudy throughout the day.
12/22/2016,Mostly Cloudy,snow,-0.377777778,-3.683333333,0.94,9.7727,191,9.7888,1020.39,Mostly cloudy throughout the day.
12/23/2016,Mostly Cloudy,snow,-0.438888889,-3.688888889,0.94,9.499,192,9.7888,1020.42,Mostly cloudy throughout the day.
12/24/2016,Mostly Cloudy,snow,-0.505555556,-3.716666667,0.94,9.338,195,9.7888,1020.45,Mostly cloudy throughout the day.
12/25/2016,Mostly Cloudy,snow,-0.566666667,-3.8,0.94,9.3863,197,9.7727,1020.49,Mostly cloudy throughout the day.
12/26/2016,Mostly Cloudy,snow,-0.622222222,-3.888888889,0.94,9.4507,199,9.7727,1020.52,Mostly cloudy throughout the day.
12/27/2016,Mostly Cloudy,snow,-0.677777778,-3.955555556,0.94,9.4507,200,9.7727,1020.55,Mostly cloudy throughout the day.
12/28/2016,Mostly Cloudy,snow,-0.733333333,-4.011111111,0.94,9.4346,200,9.7727,1020.58,Mostly cloudy throughout the day.
12/29/2016,Mostly Cloudy,snow,-0.783333333,-4.066666667,0.94,9.4024,198,9.7727,1020.61,Mostly cloudy throughout the day.
12/30/2016,Mostly Cloudy,snow,-0.827777778,-4.005555556,0.94,9.016,198,9.7888,1020.64,Mostly cloudy throughout the day.
12/31/2016,Mostly Cloudy,snow,-0.872222222,-4.083333333,0.94,9.1126,197,9.7888,1020.67,Mostly cloudy throughout the day.
